# N M B speedup l1_naiv l1_opt l2_naiv l2_opt l3_naiv l3_opt
1.000000000000000000e+04 1.000000000000000000e+04 2.779000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.063000000000000000e+09 1.073000000000000000e+09 9.198000000000000000e+08 6.254000000000000000e+07 6.706000000000000000e+07
1.024000000000000000e+03 1.638400000000000000e+04 1.280000000000000000e+02 1.189999999999999947e+00 1.783000000000000000e+08 1.517000000000000000e+07 1.813000000000000000e+08 2.237000000000000000e+07 1.046000000000000000e+07 1.209000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 8.270000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.057000000000000000e+09 1.070000000000000000e+09 8.381000000000000000e+07 6.255000000000000000e+07 6.768000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.414000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.073000000000000000e+09 1.049000000000000000e+09 6.252000000000000000e+07 6.802000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 7.400000000000000000e+01 1.080000000000000071e+00 1.063000000000000000e+09 1.070000000000000000e+08 1.071000000000000000e+09 7.730000000000000000e+07 6.253000000000000000e+07 6.579000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.740000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.059000000000000000e+09 1.071000000000000000e+09 8.917000000000000000e+07 6.260000000000000000e+07 7.453000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.052000000000000000e+03 1.040000000000000036e+00 1.065000000000000000e+09 1.064000000000000000e+09 1.068000000000000000e+09 5.351000000000000000e+08 6.270000000000000000e+07 6.878000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 5.260000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.063000000000000000e+09 1.073000000000000000e+09 8.629000000000000000e+07 6.251000000000000000e+07 6.515000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.749000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.070000000000000000e+09 5.402000000000000000e+08 6.262000000000000000e+07 6.968000000000000000e+07
1.000000000000000000e+02 1.000000000000000000e+03 1.024000000000000000e+03 1.000000000000000000e+00 1.062000000000000000e+06 1.062000000000000000e+06 8.218000000000000000e+04 8.061000000000000000e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+04 1.000000000000000000e+04 8.860000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.051000000000000000e+09 1.076000000000000000e+09 7.865000000000000000e+07 6.253000000000000000e+07 7.592000000000000000e+07
4.100000000000000000e+03 1.000000000000000000e+04 2.000000000000000000e+02 1.219999999999999973e+00 4.358000000000000000e+08 5.308000000000000000e+07 4.405000000000000000e+08 5.117000000000000000e+07 2.561000000000000000e+07 2.572000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.770000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.070000000000000000e+09 8.349000000000000000e+08 6.260000000000000000e+07 6.714000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.476000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.070000000000000000e+09 1.538000000000000000e+08 6.259000000000000000e+07 7.091000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 5.200000000000000000e+01 9.300000000000000488e-01 2.391000000000000000e+07 2.437000000000000000e+07 1.391000000000000000e+07 1.425000000000000000e+07 1.348000000000000000e+07 1.346000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.160000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.044000000000000000e+09 1.070000000000000000e+09 1.012000000000000000e+08 6.259000000000000000e+07 6.640000000000000000e+07
6.200000000000000000e+03 6.200000000000000000e+03 2.000000000000000000e+02 1.199999999999999956e+00 4.086000000000000000e+08 5.349000000000000000e+07 4.108000000000000000e+08 4.860000000000000000e+07 2.406000000000000000e+07 2.429000000000000000e+07
6.553600000000000000e+04 8.192000000000000000e+03 1.024000000000000000e+03 1.010000000000000009e+00 5.706000000000000000e+09 5.704000000000000000e+09 5.786000000000000000e+09 3.830000000000000000e+08 3.360000000000000000e+08 3.681000000000000000e+08
1.000000000000000000e+04 1.000000000000000000e+04 2.068000000000000000e+03 1.020000000000000018e+00 1.064000000000000000e+09 1.064000000000000000e+09 1.070000000000000000e+09 5.093000000000000000e+08 6.265000000000000000e+07 6.854000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.000000000000000000e+01 9.300000000000000488e-01 2.345000000000000000e+07 2.280000000000000000e+07 1.392000000000000000e+07 1.359000000000000000e+07 1.351000000000000000e+07 1.350000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.126000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.073000000000000000e+09 6.587000000000000000e+08 6.253000000000000000e+07 6.822000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.952000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 8.982000000000000000e+08 6.259000000000000000e+07 6.709000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.484000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 8.143000000000000000e+07 6.259000000000000000e+07 7.086000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.100000000000000000e+01 1.020000000000000018e+00 1.063000000000000000e+09 1.263000000000000000e+08 1.071000000000000000e+09 8.750000000000000000e+07 6.254000000000000000e+07 6.466000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.540000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.063000000000000000e+09 1.070000000000000000e+09 9.004000000000000000e+07 6.259000000000000000e+07 7.441000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.580000000000000000e+02 1.000000000000000000e+00 2.282000000000000000e+07 2.218000000000000000e+07 1.394000000000000000e+07 1.403000000000000000e+07 1.343000000000000000e+07 1.345000000000000000e+07
1.000000000000000000e+04 2.200000000000000000e+03 2.000000000000000000e+02 1.199999999999999956e+00 2.338000000000000000e+08 3.146000000000000000e+07 1.833000000000000000e+08 2.741000000000000000e+07 1.384000000000000000e+07 1.408000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 8.400000000000000000e+01 9.399999999999999467e-01 2.345000000000000000e+07 2.183000000000000000e+07 1.390000000000000000e+07 1.472000000000000000e+07 1.351000000000000000e+07 1.349000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.043000000000000000e+03 1.010000000000000009e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 1.584000000000000000e+08 6.256000000000000000e+07 6.957000000000000000e+07
2.500000000000000000e+03 1.000000000000000000e+04 2.000000000000000000e+02 1.199999999999999956e+00 2.657000000000000000e+08 3.807000000000000000e+07 2.676000000000000000e+08 3.107000000000000000e+07 1.566000000000000000e+07 1.682000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.318000000000000000e+03 9.100000000000000311e-01 1.065000000000000000e+09 1.067000000000000000e+09 1.073000000000000000e+09 8.946000000000000000e+08 6.266000000000000000e+07 6.857000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.993000000000000000e+03 9.799999999999999822e-01 1.065000000000000000e+09 1.062000000000000000e+09 1.068000000000000000e+09 4.668000000000000000e+08 6.270000000000000000e+07 6.912000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.383000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.076000000000000000e+09 1.039000000000000000e+09 6.254000000000000000e+07 6.818000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 2.510000000000000000e+02 1.000000000000000000e+00 2.198000000000000000e+07 2.245000000000000000e+07 1.404000000000000000e+07 1.403000000000000000e+07 1.346000000000000000e+07 1.345000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.626000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.049000000000000000e+09 1.074000000000000000e+09 4.012000000000000000e+08 6.249000000000000000e+07 6.954000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.324000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.074000000000000000e+09 1.979000000000000000e+08 6.254000000000000000e+07 7.182000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.558000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 8.768000000000000000e+07 6.256000000000000000e+07 7.079000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.880000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.048000000000000000e+09 1.070000000000000000e+09 8.899000000000000000e+07 6.260000000000000000e+07 6.659000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.520000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.073000000000000000e+09 9.147000000000000000e+08 6.247000000000000000e+07 6.695000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.660000000000000000e+02 9.899999999999999911e-01 2.185000000000000000e+07 2.302000000000000000e+07 1.403000000000000000e+07 1.401000000000000000e+07 1.351000000000000000e+07 1.352000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.167000000000000000e+03 1.010000000000000009e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.070000000000000000e+09 7.580000000000000000e+07 6.257000000000000000e+07 6.614000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 5.100000000000000000e+01 9.399999999999999467e-01 2.550000000000000000e+07 2.349000000000000000e+07 1.386000000000000000e+07 1.408000000000000000e+07 1.350000000000000000e+07 1.348000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.140000000000000000e+02 1.189999999999999947e+00 1.063000000000000000e+09 1.604000000000000000e+08 1.071000000000000000e+09 1.201000000000000000e+08 6.284000000000000000e+07 6.910000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.362000000000000000e+03 1.050000000000000044e+00 1.065000000000000000e+09 1.065000000000000000e+09 1.068000000000000000e+09 8.499000000000000000e+07 6.274000000000000000e+07 7.241000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 6.000000000000000000e+00 1.699999999999999956e+00 2.125000000000000000e+08 4.662000000000000000e+07 2.551000000000000000e+08 5.222000000000000000e+07 1.383000000000000000e+08 4.079000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.369000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.069000000000000000e+09 1.251000000000000000e+08 6.262000000000000000e+07 7.182000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.230000000000000000e+02 2.919999999999999929e+00 2.126000000000000000e+08 1.896000000000000000e+07 2.690000000000000000e+08 1.724000000000000000e+07 1.573000000000000000e+08 1.412000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.099000000000000000e+03 1.050000000000000044e+00 1.064000000000000000e+09 1.054000000000000000e+09 1.075000000000000000e+09 7.697000000000000000e+07 6.254000000000000000e+07 7.253000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 3.940000000000000000e+02 2.069999999999999840e+00 2.126000000000000000e+08 2.127000000000000000e+08 2.723000000000000000e+08 1.924000000000000000e+07 1.531000000000000000e+08 1.486000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.160000000000000000e+02 2.589999999999999858e+00 2.126000000000000000e+08 1.951000000000000000e+07 2.725000000000000000e+08 1.565000000000000000e+07 1.540000000000000000e+08 1.414000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.684000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.071000000000000000e+09 9.978000000000000000e+08 6.259000000000000000e+07 6.709000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.713000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 1.673000000000000000e+08 6.256000000000000000e+07 6.935000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.870000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.071000000000000000e+09 9.482000000000000000e+07 6.260000000000000000e+07 6.821000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.480000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.056000000000000000e+09 1.071000000000000000e+09 1.058000000000000000e+09 6.251000000000000000e+07 6.757000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.516000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.069000000000000000e+09 1.338000000000000000e+08 6.261000000000000000e+07 6.985000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 1.700000000000000000e+02 9.899999999999999911e-01 2.413000000000000000e+07 2.092000000000000000e+07 1.385000000000000000e+07 1.697000000000000000e+07 1.351000000000000000e+07 1.351000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.877000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.070000000000000000e+09 9.002000000000000000e+08 6.260000000000000000e+07 6.713000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.820000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.063000000000000000e+09 1.072000000000000000e+09 9.155000000000000000e+08 6.259000000000000000e+07 6.714000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 3.990000000000000000e+02 2.080000000000000071e+00 2.126000000000000000e+08 2.125000000000000000e+08 2.721000000000000000e+08 1.923000000000000000e+07 1.542000000000000000e+08 1.480000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.810000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 1.711000000000000000e+08 6.258000000000000000e+07 6.944000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.864000000000000000e+03 9.699999999999999734e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.076000000000000000e+09 9.596000000000000000e+08 6.235000000000000000e+07 6.699000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.026000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.073000000000000000e+09 6.377000000000000000e+08 6.255000000000000000e+07 6.831000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.047000000000000000e+03 1.010000000000000009e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.071000000000000000e+09 7.612000000000000000e+07 6.257000000000000000e+07 6.696000000000000000e+07
1.000000000000000000e+04 3.700000000000000000e+03 2.000000000000000000e+02 1.189999999999999947e+00 3.933000000000000000e+08 5.968000000000000000e+07 3.970000000000000000e+08 4.638000000000000000e+07 2.321000000000000000e+07 2.459000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.339000000000000000e+03 1.010000000000000009e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 7.728000000000000000e+07 6.255000000000000000e+07 7.092000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 1.030000000000000000e+02 9.799999999999999822e-01 2.499000000000000000e+07 1.935000000000000000e+07 1.374000000000000000e+07 1.460000000000000000e+07 1.351000000000000000e+07 1.349000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.190000000000000000e+02 1.000000000000000000e+00 2.307000000000000000e+07 2.416000000000000000e+07 1.399000000000000000e+07 1.395000000000000000e+07 1.351000000000000000e+07 1.351000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 4.820000000000000000e+02 1.000000000000000000e+00 2.504000000000000000e+07 2.328000000000000000e+07 1.380000000000000000e+07 1.396000000000000000e+07 1.350000000000000000e+07 1.349000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 5.660000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.074000000000000000e+09 8.492000000000000000e+07 6.252000000000000000e+07 6.647000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 7.660000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.060000000000000000e+09 1.076000000000000000e+09 7.950000000000000000e+07 6.251000000000000000e+07 7.646000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.806000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.070000000000000000e+09 1.637000000000000000e+08 6.257000000000000000e+07 6.756000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.108000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.070000000000000000e+09 7.024000000000000000e+08 6.261000000000000000e+07 6.839000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.580000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.070000000000000000e+09 1.065000000000000000e+09 6.257000000000000000e+07 6.695000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.032000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.063000000000000000e+09 1.072000000000000000e+09 5.512000000000000000e+08 6.258000000000000000e+07 6.842000000000000000e+07
9.100000000000000000e+03 9.100000000000000000e+03 2.000000000000000000e+02 1.199999999999999956e+00 8.801000000000000000e+08 1.069000000000000000e+08 8.871000000000000000e+08 1.047000000000000000e+08 5.182000000000000000e+07 5.582000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.020000000000000000e+02 1.000000000000000000e+00 2.733000000000000000e+07 2.559000000000000000e+07 1.380000000000000000e+07 1.395000000000000000e+07 1.350000000000000000e+07 1.350000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.022000000000000000e+03 9.799999999999999822e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.071000000000000000e+09 4.792000000000000000e+08 6.256000000000000000e+07 6.817000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.163000000000000000e+03 1.040000000000000036e+00 1.065000000000000000e+09 1.065000000000000000e+09 1.068000000000000000e+09 7.318000000000000000e+08 6.275000000000000000e+07 6.890000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.450000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.045000000000000000e+09 1.073000000000000000e+09 9.183000000000000000e+07 6.284000000000000000e+07 7.686000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.897000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.071000000000000000e+09 5.983000000000000000e+08 6.258000000000000000e+07 6.951000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 5.410000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.054000000000000000e+09 1.073000000000000000e+09 8.908000000000000000e+07 6.260000000000000000e+07 7.812000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 4.660000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.044000000000000000e+09 1.071000000000000000e+09 8.981000000000000000e+07 6.262000000000000000e+07 7.481000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.686000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 1.752000000000000000e+08 6.258000000000000000e+07 6.960000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 7.240000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 8.187000000000000000e+07 6.252000000000000000e+07 7.446000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.425000000000000000e+03 1.040000000000000036e+00 1.065000000000000000e+09 1.063000000000000000e+09 1.067000000000000000e+09 8.527000000000000000e+07 6.270000000000000000e+07 7.071000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.065000000000000000e+03 1.010000000000000009e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.071000000000000000e+09 1.447000000000000000e+08 6.255000000000000000e+07 6.459000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 4.840000000000000000e+02 2.310000000000000053e+00 2.133000000000000000e+08 2.131000000000000000e+08 2.814000000000000000e+08 1.892000000000000000e+07 1.345000000000000000e+08 1.337000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.171000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.071000000000000000e+09 7.731000000000000000e+08 6.261000000000000000e+07 6.829000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.988000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.063000000000000000e+09 1.072000000000000000e+09 9.147000000000000000e+08 6.253000000000000000e+07 6.699000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 3.500000000000000000e+01 1.030000000000000027e+00 1.063000000000000000e+09 1.214000000000000000e+08 1.075000000000000000e+09 9.156000000000000000e+07 6.247000000000000000e+07 6.261000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.442000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.046000000000000000e+09 1.071000000000000000e+09 8.858000000000000000e+08 6.254000000000000000e+07 6.774000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 1.241000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.057000000000000000e+09 1.071000000000000000e+09 1.253000000000000000e+08 6.254000000000000000e+07 6.980000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.344000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.063000000000000000e+09 1.070000000000000000e+09 9.012000000000000000e+08 6.261000000000000000e+07 6.834000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.889000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 8.940000000000000000e+08 6.255000000000000000e+07 6.708000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 6.880000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.063000000000000000e+09 1.070000000000000000e+09 8.357000000000000000e+07 6.256000000000000000e+07 6.552000000000000000e+07
1.024000000000000000e+03 8.192000000000000000e+03 1.024000000000000000e+03 1.010000000000000009e+00 8.917000000000000000e+07 8.917000000000000000e+07 9.008000000000000000e+07 5.867000000000000000e+06 5.280000000000000000e+06 5.665000000000000000e+06
2.000000000000000000e+02 1.000000000000000000e+05 3.870000000000000000e+02 1.540000000000000036e+00 2.126000000000000000e+08 2.125000000000000000e+08 2.510000000000000000e+08 1.943000000000000000e+07 1.233000000000000000e+08 1.329000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 8.640000000000000000e+02 1.040000000000000036e+00 1.063000000000000000e+09 1.063000000000000000e+09 1.085000000000000000e+09 7.824000000000000000e+07 6.224000000000000000e+07 7.509000000000000000e+07
1.638400000000000000e+04 3.276800000000000000e+04 1.280000000000000000e+02 1.179999999999999938e+00 5.706000000000000000e+09 4.840000000000000000e+08 5.768000000000000000e+09 7.264000000000000000e+08 3.354000000000000000e+08 4.349000000000000000e+08
1.000000000000000000e+04 1.000000000000000000e+04 1.416000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.056000000000000000e+09 1.070000000000000000e+09 8.048000000000000000e+07 6.255000000000000000e+07 6.772000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 6.770000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.071000000000000000e+09 8.154000000000000000e+07 6.260000000000000000e+07 7.377000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 4.670000000000000000e+02 1.649999999999999911e+00 2.126000000000000000e+08 2.127000000000000000e+08 2.616000000000000000e+08 1.843000000000000000e+07 1.430000000000000000e+08 1.403000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.493000000000000000e+03 9.300000000000000488e-01 1.064000000000000000e+09 1.064000000000000000e+09 1.070000000000000000e+09 1.066000000000000000e+09 6.268000000000000000e+07 6.784000000000000000e+07
7.500000000000000000e+03 7.500000000000000000e+03 2.000000000000000000e+02 1.199999999999999956e+00 5.978000000000000000e+08 7.023000000000000000e+07 6.021000000000000000e+08 7.236000000000000000e+07 3.522000000000000000e+07 3.793000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 9.920000000000000000e+02 1.010000000000000009e+00 1.063000000000000000e+09 1.056000000000000000e+09 1.072000000000000000e+09 1.201000000000000000e+08 6.252000000000000000e+07 6.873000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 2.130000000000000000e+02 1.000000000000000000e+00 2.481000000000000000e+07 2.580000000000000000e+07 1.439000000000000000e+07 1.439000000000000000e+07 1.349000000000000000e+07 1.349000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.793000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 9.208000000000000000e+08 6.255000000000000000e+07 6.709000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.474000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.053000000000000000e+09 1.072000000000000000e+09 8.513000000000000000e+08 6.252000000000000000e+07 6.750000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 8.710000000000000000e+02 1.000000000000000000e+00 1.063000000000000000e+09 1.064000000000000000e+09 1.071000000000000000e+09 8.274000000000000000e+07 6.260000000000000000e+07 7.418000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.850000000000000000e+02 2.709999999999999964e+00 2.126000000000000000e+08 2.307000000000000000e+07 2.598000000000000000e+08 2.670000000000000000e+07 1.274000000000000000e+08 1.461000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 1.800000000000000000e+02 9.899999999999999911e-01 2.489000000000000000e+07 2.191000000000000000e+07 1.373000000000000000e+07 1.685000000000000000e+07 1.350000000000000000e+07 1.350000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.961000000000000000e+03 1.000000000000000000e+00 1.063000000000000000e+09 1.063000000000000000e+09 1.072000000000000000e+09 9.017000000000000000e+08 6.258000000000000000e+07 6.717000000000000000e+07
1.000000000000000000e+04 1.000000000000000000e+04 2.685000000000000000e+03 9.899999999999999911e-01 1.063000000000000000e+09 1.064000000000000000e+09 1.072000000000000000e+09 9.442000000000000000e+08 6.258000000000000000e+07 6.701000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 3.710000000000000000e+02 1.000000000000000000e+00 2.489000000000000000e+07 2.480000000000000000e+07 1.386000000000000000e+07 1.388000000000000000e+07 1.350000000000000000e+07 1.350000000000000000e+07
1.000000000000000000e+05 2.000000000000000000e+02 2.920000000000000000e+02 1.000000000000000000e+00 2.518000000000000000e+07 2.612000000000000000e+07 1.374000000000000000e+07 1.366000000000000000e+07 1.348000000000000000e+07 1.348000000000000000e+07
2.000000000000000000e+02 1.000000000000000000e+05 1.830000000000000000e+02 2.979999999999999982e+00 2.126000000000000000e+08 2.260000000000000000e+07 2.710000000000000000e+08 2.667000000000000000e+07 1.554000000000000000e+08 1.470000000000000000e+07
